Provincia,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,Latitud,Longitud
SAN LUIS,La Brea,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.218073280756,-65.8748842663651
SAN LUIS,La Majada,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,-32.5298829031211,-66.0429032510053
SAN LUIS,La Represita,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.1611532404767,-65.6840749663906
SAN LUIS,La Salvadora,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.28620178,-66.732734
SAN LUIS,Las Chacras,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.63547762,-66.14025792
SAN LUIS,Las Chimbas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.1565177184576,-66.5511142613289
SAN LUIS,Las Lagunitas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.02753784,-66.24032971
SAN LUIS,Leandro N. Alem,379,NO,NO,NO,NO,NO,SI,NO,NO,NO,-32.1047821044922,-65.9621124267578
SAN LUIS,Lomas Blancas,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,-32.3338629051211,-66.4716765323555
SAN LUIS,Los Quemados,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-31.8916077583343,-65.731320177862
SAN LUIS,Luján,2016,NO,NO,NO,NO,NO,SI,SI,NO,NO,-32.3660349058479,-65.9425439975458
SAN LUIS,Pampa Grande,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,-32.3724224723278,-66.3077548668586
SAN LUIS,Pozo Del Molle,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.53991654,-66.1496998
SAN LUIS,Quines,7459,NO,NO,NO,NO,SI,SI,NO,NO,SI,-32.2330822365033,-65.8056329969317
SAN LUIS,Río Juan Gómez,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,-32.603889,-66.086944
SAN LUIS,Rodeo De Cadenas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.7015629614775,-66.1900873349156
SAN LUIS,San Francisco del Monte de Oro,3732,NO,SI,NO,NO,NO,SI,NO,NO,SI,-32.6006392247112,-66.1273702635842
SAN LUIS,San Ignacio,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.0866257032099,-66.0888231134367
SAN LUIS,San Miguel,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.14116477,-65.81342262
SAN LUIS,San Roque,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.15448797,-66.96257853
SAN LUIS,Santa Ana,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.1448782188562,-66.0460393687647
SAN LUIS,Santa Rosa De Catantal,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.33294095,-66.91334013
SAN LUIS,Santa Teresa,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.20206139,-66.26698743
SAN LUIS,Santo Domingo,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-31.8973633310749,-65.6491557457839
SAN LUIS,Talita,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.3496514640192,-66.7266327912252
SAN LUIS,Arbol Solo,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.52213375,-66.48595015
SAN LUIS,Bella Estancia,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.8188624645794,-66.6427145357585
SAN LUIS,Buen Orden,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.59798771,-66.71267133
SAN LUIS,El Barrial,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.8288468409196,-66.3734349744985
SANTA FE,Bigand,4939,SI,SI,NO,NO,NO,NO,SI,SI,SI,-33.3761183026397,-61.185501310201
SANTA FE,Casilda,34703,SI,SI,NO,SI,NO,SI,SI,SI,SI,-33.0424955546762,-61.1693311184421
SANTA FE,Chabás,6871,SI,NO,NO,NO,NO,SI,SI,SI,SI,-33.2470674643201,-61.3575935561826
SANTA FE,Chañar Ladeado,5415,SI,SI,NO,SI,NO,NO,SI,SI,SI,-33.3258409849243,-62.0386496702618
SANTA FE,Gödeken,1652,NO,SI,NO,SI,NO,NO,SI,NO,SI,-33.402405547162,-61.8449306727075
SANTA FE,Los Molinos,1832,SI,SI,NO,NO,NO,NO,SI,SI,SI,-33.1054899954916,-61.3265015329286
SANTA FE,Los Nogales,152,NO,SI,NO,NO,NO,NO,SI,NO,NO,-33.1430061971604,-61.6066128669784
SANTA FE,Los Quirquinchos,2462,NO,NO,NO,NO,NO,SI,SI,SI,SI,-33.3769918276119,-61.7121943064881
SANTA FE,San José de la Esquina,6775,SI,SI,NO,NO,NO,NO,SI,SI,SI,-33.1140485294151,-61.703312346428
SANTA FE,Sanford,1810,SI,NO,NO,SI,NO,NO,SI,SI,SI,-33.1477729818051,-61.2778572887319
SANTA FE,Villada,1213,SI,SI,NO,NO,NO,NO,SI,NO,SI,-33.3503085722913,-61.4460374000461
SANTA FE,Pueblo Marini,51,NO,NO,NO,NO,NO,SI,NO,NO,NO,-31.0409745475723,-61.8898826370338
SANTA FE,Aldao (Est. Casablanca),1576,SI,NO,NO,SI,NO,SI,SI,NO,SI,-30.9823474545911,-61.7439869348366
SANTA FE,Angélica,1298,SI,NO,NO,NO,NO,SI,SI,SI,SI,-31.5526328296108,-61.5462650173096
SANTA FE,Ataliva,1680,NO,SI,NO,NO,NO,SI,NO,SI,SI,-30.9981187823937,-61.4325186889204
SANTA FE,Aurelia,113,NO,NO,NO,NO,NO,SI,SI,NO,NO,-31.4236023757354,-61.4244708809147
SANTA FE,Barrios Acapulco y Veracruz,1790,NO,NO,NO,NO,NO,NO,NO,NO,SI,-31.4192515021464,-62.059146376237
SANTA FE,Bauer y Sigel,290,SI,NO,NO,NO,NO,SI,SI,NO,NO,-31.2731232182116,-61.9448854961658
SANTA FE,Bella Italia,1070,SI,SI,NO,SI,NO,SI,SI,SI,SI,-31.2839795053037,-61.409342518123
SANTA FE,Castellanos,226,NO,SI,NO,NO,NO,SI,SI,NO,NO,-31.2085396563705,-61.7255955564221
SANTA FE,Colonia Bicha,187,SI,NO,NO,SI,NO,NO,NO,NO,SI,-30.855781133807,-61.8509147420168
SANTA FE,Colonia Cello,118,NO,NO,NO,NO,NO,SI,SI,NO,SI,-31.4338497252165,-61.8417021711297
SANTA FE,Colonia Margarita,269,NO,SI,NO,NO,NO,NO,SI,NO,NO,-31.6868334221829,-61.6492968757313
SANTA FE,Colonia Raquel,123,SI,NO,NO,SI,NO,SI,SI,NO,NO,-30.8392235567556,-61.4897111638226
SANTA FE,Coronel Fraga,330,NO,NO,NO,NO,NO,SI,SI,NO,NO,-31.176158616875,-61.9194620018005
SANTA FE,Egusquiza,279,NO,NO,NO,NO,NO,NO,NO,NO,SI,-31.097624747292,-61.6283124096055
SANTA FE,Esmeralda,594,NO,SI,NO,NO,NO,NO,SI,NO,SI,-31.6178586482318,-61.9329258733186
SANTA FE,Estación Clucellas,782,NO,SI,NO,NO,NO,SI,SI,NO,SI,-31.52416914925,-61.7206457133884
SANTA FE,Estacion Presidente Roca,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-31.2319180453244,-61.6101076012158
SANTA FE,Estación Saguier,105,NO,SI,NO,NO,NO,SI,NO,NO,NO,-31.3174603823906,-61.6940034650798
SANTA FE,Eusebia y Carolina,746,SI,NO,NO,SI,NO,NO,NO,NO,SI,-30.9476135702694,-61.8577735272139
SANTA FE,Eustolia,22,NO,NO,NO,NO,NO,SI,NO,NO,NO,-31.5777448514157,-61.7836661825715
SANTA FE,Frontera,10520,NO,NO,NO,NO,NO,SI,NO,SI,SI,-31.4313990849769,-62.0634917387843
SANTA FE,Garibaldi,142,NO,NO,NO,NO,NO,NO,SI,NO,NO,-31.652027726261,-61.8053907511433
SANTA FE,Humberto Primo,4751,SI,SI,NO,NO,NO,SI,SI,SI,SI,-30.8702088524931,-61.3485902390711
SANTA FE,Josefina,676,SI,SI,NO,NO,NO,SI,SI,SI,SI,-31.4079691369305,-61.9921847239399
SANTA FE,Lehmann,2416,SI,SI,NO,SI,NO,SI,SI,SI,SI,-31.1272471029986,-61.4529569120506
SANTA FE,María Juana,4853,SI,SI,NO,SI,NO,SI,SI,SI,SI,-31.676627573626,-61.7536009774385
SANTA FE,Nueva Lehmann,90,NO,NO,NO,NO,NO,NO,NO,NO,NO,-31.1189046819859,-61.5151982929847
SANTA FE,Plaza Clucellas,1530,SI,SI,NO,NO,NO,NO,SI,SI,SI,-31.4545505198837,-61.7074756228147
SANTA FE,Plaza Saguier,262,NO,SI,NO,NO,NO,SI,NO,NO,SI,-31.3251049515902,-61.6777373324018
SANTA FE,Presidente Roca,524,NO,SI,NO,SI,NO,SI,SI,NO,SI,-31.2296979058147,-61.6101036240639
SANTA FE,Rafaela,91571,SI,SI,NO,SI,SI,SI,SI,SI,SI,-31.2482482413205,-61.4998117939868
SANTA FE,Ramona,1694,SI,NO,NO,NO,NO,SI,SI,SI,SI,-31.0937041766842,-61.9032318673573
SANTA FE,San Antonio,272,NO,SI,NO,NO,NO,SI,NO,NO,NO,-31.2128134181244,-61.7257200007794
SANTA FE,San Vicente,5655,SI,SI,NO,NO,NO,SI,SI,SI,SI,-31.6999505604131,-61.5688417180763
SANTA FE,Santa Clara de Saguier,2117,SI,SI,NO,NO,NO,SI,SI,NO,SI,-31.337359049521,-61.8181783780784
SANTA FE,Sunchales,20537,SI,SI,NO,SI,NO,SI,SI,SI,SI,-30.9468555127161,-61.5612504315515
SANTA FE,Susana,1002,NO,NO,NO,SI,NO,SI,SI,SI,SI,-31.3575963913649,-61.5164389963223
SANTA FE,Tacural,1169,SI,NO,NO,SI,NO,NO,SI,SI,SI,-30.8481071493852,-61.5924018154956
SANTA FE,Vila,1405,SI,NO,NO,NO,NO,NO,SI,SI,SI,-31.1923707919053,-61.8336140985666
SANTA FE,Villa Josefina,112,NO,NO,NO,NO,NO,NO,NO,NO,NO,-31.4418599622731,-62.0297169711427
SANTA FE,Villa San José,220,NO,SI,NO,NO,NO,SI,SI,NO,NO,-31.3391346339244,-61.622588386296
BUENOS AIRES,Don Torcuato Este,38359,SI,SI,SI,SI,NO,NO,SI,SI,SI,-34.4869370480479,-58.6159410299812
BUENOS AIRES,Don Torcuato Oeste,42873,NO,NO,NO,NO,NO,NO,NO,SI,SI,-34.5035354582885,-58.6275286549289
BUENOS AIRES,El Talar,54374,SI,SI,NO,SI,NO,SI,SI,SI,SI,-34.4713213368481,-58.6570301927479
BUENOS AIRES,General Pacheco,54208,SI,SI,NO,SI,SI,SI,SI,SI,SI,-34.4523088119909,-58.6448936162046
BUENOS AIRES,Los Troncos Del Talar,37016,SI,SI,NO,SI,SI,NO,SI,SI,SI,-34.4425672031974,-58.6174364127772
BUENOS AIRES,Nordelta,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,-34.4065916,-58.6712671
BUENOS AIRES,Ricardo Rojas,24410,SI,SI,NO,SI,NO,NO,SI,SI,SI,-34.4563339674448,-58.6806670320976
ENTRE RIOS,Sauce Montrull,746,NO,NO,NO,NO,NO,SI,NO,NO,NO,-31.7463194997657,-60.3552297078863
NEUQUEN,Mariano Moreno,2660,SI,NO,SI,NO,SI,SI,SI,NO,NO,-38.7642591265553,-70.0386669795207
NEUQUEN,Ramon M. Castro,125,NO,NO,NO,NO,NO,NO,NO,NO,SI,-38.865500620555,-69.750265287383
NEUQUEN,Zapala,32097,SI,NO,SI,SI,SI,SI,SI,SI,SI,-38.8961687323721,-70.0668545323772
RIO NEGRO,Aguada de Guerra,126,NO,NO,NO,NO,SI,SI,NO,NO,NO,-41.0639017102391,-68.3843810353051
RIO NEGRO,Clemente Onelli,114,NO,NO,NO,NO,SI,NO,NO,NO,NO,-41.2448350046555,-70.0342029410146
RIO NEGRO,Colan Conhue,76,NO,NO,NO,NO,SI,NO,NO,NO,NO,-40.6706084126156,-69.1112545579991
RIO NEGRO,El Caín,176,NO,NO,NO,SI,NO,NO,NO,NO,NO,-41.8182874251641,-68.0774152377244
RIO NEGRO,Ingeniero Jacobacci,6261,SI,NO,SI,NO,SI,SI,SI,SI,SI,-41.3268134240327,-69.5441263890306
RIO NEGRO,Los Menucos,5187,NO,NO,NO,NO,SI,SI,NO,NO,SI,-40.8451911426273,-68.0832025061279
RIO NEGRO,Maquinchao,2494,NO,NO,NO,SI,SI,SI,SI,NO,SI,-41.2475165638608,-68.7003410687453
RIO NEGRO,Mina Santa Teresita,3,NO,NO,NO,NO,NO,NO,NO,NO,NO,-40.9343435582627,-69.411658784618
RIO NEGRO,Pilquiniyeu,46,NO,NO,NO,NO,SI,NO,NO,NO,NO,-41.9083865405739,-68.3424732450183
RIO NEGRO,Comicó,82,NO,NO,NO,SI,NO,NO,NO,NO,NO,-41.0632755118249,-67.5965600975269
RIO NEGRO,Cona Niyeu,217,NO,NO,NO,NO,SI,NO,NO,NO,NO,-41.8812021704501,-66.9407404270844
RIO NEGRO,Ministro Ramos Mexía,973,NO,NO,NO,SI,SI,SI,NO,NO,NO,-40.5085400133825,-67.2619207148835
RIO NEGRO,Prahuaniyeu,147,NO,NO,NO,NO,SI,NO,NO,NO,NO,-41.3591519247092,-67.9314763422669
RIO NEGRO,Sierra Colorada,1542,NO,NO,NO,SI,SI,SI,NO,NO,SI,-40.5850993527615,-67.7555445864448
CABA,PARQUE CHACABUCO,56281,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.6359392274734,-58.4376956019926
CORDOBA,Serrano,3162,NO,SI,NO,NO,SI,SI,SI,SI,SI,-34.4699818959404,-63.5375595280644
CORDOBA,Villa Rossi,508,NO,NO,NO,NO,NO,NO,SI,NO,SI,-34.297937327836,-63.2685397142969
CORDOBA,Barrio Santa Isabel,70,NO,NO,NO,NO,NO,NO,NO,NO,NO,-30.8375267087623,-64.5367004570805
CORDOBA,Bialet Massé,5425,SI,NO,NO,SI,NO,SI,SI,SI,SI,-31.3123081567618,-64.4629696370028
CORDOBA,Cabalango,336,NO,NO,NO,NO,NO,SI,NO,NO,NO,-31.3931049014855,-64.5635652642982
CORDOBA,Capilla del Monte,11181,SI,SI,NO,NO,NO,SI,SI,SI,SI,-30.8563966713395,-64.526268881497
CORDOBA,Casa Grande,672,NO,NO,NO,NO,NO,SI,NO,NO,NO,-31.1697129911083,-64.4776214321437
CORDOBA,Charbonier,235,NO,NO,NO,NO,NO,SI,NO,NO,NO,-30.7720869099195,-64.5441595530858
CORDOBA,Cosquín,19458,SI,SI,NO,SI,NO,SI,SI,SI,SI,-31.240571224569,-64.4655312574209
CORDOBA,Cuesta Blanca,510,NO,NO,NO,NO,NO,SI,NO,NO,NO,-31.4787781890782,-64.5773466914484
CORDOBA,Estancia Vieja,909,NO,NO,NO,NO,NO,SI,NO,NO,SI,-31.3842597063571,-64.517330819559
CORDOBA,Huerta Grande,5925,NO,SI,NO,SI,NO,SI,NO,SI,SI,-31.0600927199176,-64.484304266589
CORDOBA,La Cumbre,7544,SI,NO,NO,NO,NO,SI,SI,SI,SI,-30.9792461523826,-64.4909087135044
CORDOBA,La Falda,16335,SI,SI,NO,NO,NO,SI,SI,SI,SI,-31.0919649906581,-64.4864417754562
CORDOBA,Las Jarillas,103,NO,NO,NO,NO,NO,SI,NO,NO,NO,-31.5182256602189,-64.5345928843013
CORDOBA,Los Cocos,1242,SI,NO,NO,NO,NO,SI,SI,SI,SI,-30.9269774865861,-64.5026123921004
CORDOBA,Mallín,6,NO,NO,NO,NO,NO,NO,NO,NO,NO,-31.2976747453985,-64.5749813483232
CORDOBA,Mayu Sumaj,1259,NO,SI,NO,NO,NO,SI,NO,NO,NO,-31.4668646402709,-64.5427634762868
CORDOBA,Quebrada de Luna,126,NO,NO,NO,NO,NO,NO,NO,NO,NO,-30.7949898871398,-64.5210978856737
CORDOBA,San Antonio de Arredondo,3653,NO,SI,NO,SI,NO,SI,NO,SI,SI,-31.4782264688487,-64.5289350434399
CORDOBA,San Esteban,852,SI,NO,NO,NO,NO,SI,SI,NO,NO,-30.9199784063317,-64.5360036651851
CORDOBA,San Roque,1126,NO,NO,NO,SI,NO,SI,NO,SI,SI,-31.3496904364626,-64.4599293921174
CORDOBA,San Roque Del Lago,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-31.3266874438793,-64.4544689502096
SAN LUIS,El Milagro,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-33.10055908,-66.36174359
SAN LUIS,El Recodo,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.9827253369368,-66.4680980568412
SAN LUIS,Estancia De Amieva,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.6952146,-66.26680538
SAN LUIS,Hualtaran,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.46760813,-66.96050979
CABA,COLEGIALES,52551,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.5746427442082,-58.4509682045183
CORDOBA,Santa María de Punilla,9526,SI,NO,NO,SI,NO,SI,SI,SI,SI,-31.2703319860361,-64.4653357678432
CORDOBA,Tala Huasi,131,NO,NO,NO,NO,NO,SI,NO,SI,SI,-31.472446933222,-64.5651507693433
CORDOBA,Tanti,6554,NO,NO,NO,NO,NO,SI,NO,SI,SI,-31.3549072437345,-64.5909558305817
CORDOBA,Valle Hermoso,6187,SI,SI,NO,SI,NO,SI,SI,SI,SI,-31.1172888298585,-64.484252831532
CORDOBA,Villa Carlos Paz,62423,SI,SI,NO,SI,SI,SI,SI,SI,SI,-31.4182380208919,-64.4933448063141
CORDOBA,Villa Flor Serrana,50,NO,NO,NO,NO,NO,NO,NO,NO,NO,-31.3864690388309,-64.6003659348122
CORDOBA,Villa Giardino,6702,SI,NO,NO,SI,NO,SI,SI,SI,SI,-31.0362773938945,-64.4928899121054
CORDOBA,Villa Lago Azul,108,NO,NO,NO,NO,NO,NO,NO,SI,SI,-31.3740257221359,-64.4831122938584
CORDOBA,Villa Parque Siquimán,1738,NO,NO,NO,NO,NO,SI,NO,SI,SI,-31.3457170881093,-64.4802571053108
CORDOBA,Villa Río Icho Cruz,1864,NO,NO,NO,NO,NO,SI,NO,SI,SI,-31.4791065590312,-64.562747406585
CORDOBA,Villa San José,7,NO,NO,NO,NO,NO,NO,NO,NO,NO,-31.279612799499,-64.5653436907589
CORDOBA,Villa Santa Cruz del Lago,2282,SI,NO,NO,NO,NO,SI,SI,NO,SI,-31.369322851246,-64.5205370832482
CORDOBA,Achiras,2287,NO,NO,NO,SI,NO,NO,NO,SI,SI,-33.1770175916926,-64.9944684969757
CORDOBA,Adelia María,7586,SI,SI,NO,SI,NO,SI,SI,SI,SI,-33.631620222358,-64.0208372956378
CORDOBA,Alcira (Est. Gigena),5919,SI,NO,NO,SI,SI,NO,SI,SI,SI,-32.757065291399,-64.3378599293347
CORDOBA,Alpa Corral,812,NO,NO,NO,NO,NO,NO,NO,SI,SI,-32.6904036665231,-64.721171054893
CORDOBA,Berrotarán,6869,SI,SI,NO,SI,NO,SI,SI,SI,SI,-32.4528669215341,-64.3854404675021
CORDOBA,Bulnes,1051,SI,NO,NO,NO,SI,NO,NO,SI,SI,-33.5032818212674,-64.6755735163666
CORDOBA,Chaján,767,NO,NO,NO,NO,SI,NO,SI,SI,SI,-33.5563361347485,-65.0052699166312
CORDOBA,Chucul,304,SI,NO,NO,NO,NO,SI,SI,SI,SI,-33.0089546768665,-64.1712493406755
ENTRE RIOS,Santa Elena,17791,SI,NO,NO,NO,NO,SI,SI,SI,SI,-30.9466589584952,-59.7882850384119
ENTRE RIOS,Sir Leonard,281,NO,NO,NO,NO,NO,NO,NO,NO,NO,-31.3896679471814,-59.5032123815164
ENTRE RIOS,Aranguren,1571,NO,SI,NO,NO,SI,SI,SI,NO,SI,-32.2443130059944,-60.1627988186884
ENTRE RIOS,Betbeder,145,NO,NO,NO,NO,NO,SI,NO,NO,NO,-32.374100868006,-59.9380818002549
ENTRE RIOS,Don Cristóbal,29,NO,NO,NO,NO,NO,SI,SI,NO,NO,-32.0752594049271,-59.9943230195983
ENTRE RIOS,Febré,121,NO,NO,NO,NO,NO,SI,NO,NO,NO,-32.4774515995652,-59.9217117300676
ENTRE RIOS,Hernández,1510,SI,NO,NO,NO,SI,SI,SI,SI,SI,-32.3380692970598,-60.0301404781048
ENTRE RIOS,Lucas González,4364,SI,NO,NO,NO,NO,SI,SI,SI,SI,-32.3859289481651,-59.531300464703
ENTRE RIOS,Nogoyá,22824,SI,NO,NO,NO,NO,SI,SI,SI,SI,-32.3956416421841,-59.7880764157544
ENTRE RIOS,XX de Setiembre,178,NO,NO,NO,NO,NO,SI,SI,NO,NO,-32.3866241398753,-59.6630736582897
ENTRE RIOS,Aldea María Luisa,773,NO,NO,NO,NO,NO,SI,SI,NO,SI,-31.8847292300203,-60.4087456869806
ENTRE RIOS,Aldea San Juan,66,NO,NO,NO,NO,NO,NO,NO,NO,NO,-31.9982237404715,-60.3583819889242
ENTRE RIOS,Aldea San Rafael,144,NO,NO,NO,NO,NO,SI,SI,NO,NO,-31.9598299451355,-60.2558755485286
ENTRE RIOS,Aldea Santa María,302,NO,NO,NO,NO,NO,NO,SI,NO,NO,-31.6128701885629,-60.0070721806963
ENTRE RIOS,Aldea Santa Rosa,71,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.0164544602725,-60.2411073474122
ENTRE RIOS,Cerrito,5310,SI,SI,NO,NO,SI,SI,SI,SI,SI,-31.5821711222967,-60.0740223148253
RIO NEGRO,Villa Mascardi,59,NO,NO,NO,SI,NO,NO,NO,SI,SI,-41.3495536441427,-71.5090416294131
RIO NEGRO,Barrio Colonia Conesa,129,NO,NO,NO,NO,NO,NO,NO,NO,NO,-40.1405715071916,-64.3297427915782
RIO NEGRO,Barrio Planta Compresora de Gas,20,NO,NO,NO,NO,NO,NO,NO,NO,NO,-40.0564744924401,-64.4726087632632
RIO NEGRO,General Conesa,5484,SI,SI,NO,SI,SI,SI,SI,SI,SI,-40.1047354258125,-64.452961945825
RIO NEGRO,Aguada Guzmán,110,NO,NO,NO,NO,SI,NO,NO,NO,NO,-39.9787588388031,-68.8683979876685
RIO NEGRO,Cerro Policía,252,NO,NO,NO,NO,NO,NO,NO,SI,SI,-39.7252943733893,-68.4939533269128
RIO NEGRO,El Cuy,498,SI,NO,SI,NO,SI,NO,SI,NO,NO,-39.9230912187031,-68.3369498427779
RIO NEGRO,Las Perlas,2182,NO,NO,NO,NO,SI,SI,NO,NO,SI,-38.9840690690676,-68.1403501822625
RIO NEGRO,Mencué,311,NO,NO,NO,NO,SI,NO,SI,NO,NO,-40.4229029710507,-69.6143877108253
RIO NEGRO,Naupa Huen,170,SI,NO,NO,NO,NO,NO,NO,NO,NO,-39.8282845926545,-69.5089726874799
RIO NEGRO,Paso Córdova,48,NO,NO,NO,NO,NO,NO,NO,NO,NO,-39.1153330396607,-67.6264974744394
RIO NEGRO,Valle Azul,726,NO,NO,NO,NO,SI,SI,SI,NO,NO,-39.1404827453952,-66.7285641693515
RIO NEGRO,Allen,22859,SI,NO,SI,NO,SI,SI,SI,SI,SI,-38.9795106570689,-67.828021398161
RIO NEGRO,Bajo San Cayetano,462,NO,NO,NO,NO,NO,SI,NO,SI,SI,-38.7513229744846,-68.0085536061591
RIO NEGRO,Barda del Medio,1651,NO,NO,SI,NO,SI,SI,SI,SI,SI,-38.7246633358539,-68.1580560913419
RIO NEGRO,Barrio Blanco,61,NO,NO,NO,NO,NO,NO,NO,NO,NO,-39.0309641335839,-67.7863228650653
RIO NEGRO,Barrio Calle Ciega Nº10,52,NO,NO,NO,NO,NO,NO,NO,NO,NO,-39.0230092190232,-67.8005036132985
RIO NEGRO,Barrio Calle Ciega Nº6,23,NO,NO,NO,NO,NO,NO,NO,NO,NO,-39.0430891464152,-67.752065842081
RIO NEGRO,Barrio Canale,66,NO,NO,NO,NO,NO,NO,NO,NO,NO,-39.0682963331395,-67.6389236900117
RIO NEGRO,Barrio Chacra Monte,1900,NO,NO,NO,NO,NO,SI,SI,SI,SI,-39.0516494451284,-67.6345853523327
RIO NEGRO,Barrio Costa Este,267,NO,NO,NO,NO,NO,NO,NO,NO,NO,-39.0418587269806,-67.8075970544366
RIO NEGRO,Barrio Costa Linda,310,NO,NO,NO,NO,NO,NO,NO,NO,NO,-38.9435967131876,-67.9095130600985
SAN LUIS,La Calera,598,NO,NO,NO,NO,NO,SI,SI,NO,NO,-32.8619918957825,-66.8506529764617
SAN LUIS,Las Lagunitas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.9957785714348,-67.0904154332342
SAN LUIS,Los Molles,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,-33.10962076,-66.28134706
SAN LUIS,Los Ramblones,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.5115721012844,-66.4266138930999
SAN LUIS,Naranjo Esquino,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-33.02126301,-66.85216648
SAN LUIS,Nogolí,739,NO,NO,NO,NO,NO,SI,SI,NO,NO,-32.9173752831041,-66.3257602058349
SAN LUIS,Pozo Cavado,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.55034841,-66.23912573
SAN LUIS,Pozo Del Tala,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.60300671,-66.29297728
SAN LUIS,Represa Del Carmen,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-33.061384065842,-66.9794665073681
SAN LUIS,San Antonio,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.64699837,-66.89703137
SAN LUIS,San Pedro,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,-32.9709634117604,-66.6970240054288
SAN LUIS,Santa Rosa Del Gigante,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.9905965705411,-66.8140366443439
SAN LUIS,Suyuque Nuevo,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-33.1293440341281,-66.2867981527892
SAN LUIS,Toro Negro,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.729764247677,-66.3363734621401
SAN LUIS,Villa de la Quebrada,523,NO,NO,NO,NO,NO,SI,SI,NO,NO,-33.0161741932684,-66.2920464806382
SAN LUIS,Villa General Roca,162,NO,NO,NO,NO,NO,SI,NO,NO,NO,-32.6661925630759,-66.4524010178082
SAN LUIS,Balcarce,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.5633976217563,-65.0315307446834
SAN LUIS,Colonia Zubelzu,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-33.01855146,-65.13148933
SAN LUIS,Concarán,5119,NO,SI,NO,NO,SI,SI,NO,SI,SI,-32.5607275180287,-65.2452806076649
SAN LUIS,Cortaderas,822,NO,NO,NO,SI,NO,SI,SI,SI,SI,-32.5076504245814,-64.9869655159434
SAN LUIS,El Algarrobal,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,-32.7114393924943,-65.4671947070394
SAN LUIS,El Churrasco,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.60479851,-65.18870622
SAN LUIS,El Recuerdo,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.7089534025051,-65.0012860131932
SAN LUIS,El Sauce,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.52248319,-65.23578125
SAN LUIS,El Sifon,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.5851934079751,-65.2377611303891
SAN LUIS,El Tala,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.93460754,-65.15713108
SAN LUIS,La Celestina,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.84352609,-65.21504978
